101000	4771
101400	2263
101400	7291
101600	2260
101600	2263
102200	6755
102200	9049
103780	2555
103780	3356
103780	55213
104300	2
104300	323
104300	351
104300	642
104300	1636
104300	3077
104300	4353
104300	4846
104300	5328
104300	6653
104300	22976
105200	335
105200	2243
105200	4069
105400	1639
105400	4744
105400	5630
105400	6647
105830	4204
105830	6792
105830	7337
109800	2261
109800	3265
109800	3845
109800	5925
109800	10460
112600	658
112600	8200
113800	3848
113800	3858
113970	4609
114480	207
114480	472
114480	580
114480	675
114480	841
114480	3161
114480	3845
114480	4835
114480	5002
114480	5245
114480	5290
114480	5888
114480	7157
114480	8438
114480	8493
114480	9821
114480	79728
114480	83990
114500	207
114500	324
114500	595
114500	701
114500	2033
114500	4893
114500	4953
114500	5290
114500	5320
114500	5795
114500	6790
114500	7097
114500	7099
114500	7157
114500	8313
114500	27030
114500	201163
114550	841
114550	1499
114550	4233
114550	5290
114550	7157
114550	8312
114900	6392
115150	673
115150	3845
115150	5604
115200	4000
115200	4607
115310	6390
119530	4524
119530	4548
119540	7314
119540	23314
120200	5080
120200	6469
120435	4436
122700	1548
122700	1559
122700	2158
122700	79001
123150	2260
123150	2263
123700	2006
123700	10516
125853	208
125853	2642
125853	2645
125853	2820
125853	3172
125853	3651
125853	3667
125853	3767
125853	3990
125853	4760
125853	5167
125853	5468
125853	5770
125853	6517
125853	6833
125853	6927
125853	6928
125853	6934
125853	7466
125853	8660
125853	9479
125853	10644
125853	54901
125853	56729
127550	7015
127550	26277
127750	6620
127750	6622
129490	10913
129490	128178
130000	1277
130000	1289
130000	1290
130020	1281
130020	7148
130060	1277
130060	1278
130650	1028
130650	64324
131440	5159
131760	3852
131760	3861
131800	3691
131800	3852
131800	3861
131900	3852
131900	3861
132600	1499
132600	4595
133239	6049
133239	7048
133239	11178
133239	51741
135290	324
136880	5959
136880	5961
136880	6017
137215	324
137215	843
137215	999
137215	1316
137215	2064
137215	2263
137215	3553
137215	3557
137215	3659
137215	3845
137215	4595
137215	5290
137750	1545
137750	4653
137760	1545
137760	10133
137800	2064
137800	5468
140700	3040
140700	3043
141749	3047
141749	3048
142330	6927
142623	1908
142623	2668
142623	3897
142623	5979
143465	1815
143465	1816
143465	6531
143890	19
143890	336
143890	2053
143890	2690
143890	3700
143890	3949
143890	10842
144200	3848
144200	3857
144700	4968
144700	6927
144700	6928
144700	7428
144700	11236
144700	201163
145000	4221
145000	79577
145001	79577
145260	65125
145260	65266
145500	118
145500	183
145500	185
145500	481
145500	1577
145500	1889
145500	2784
145500	4843
145500	4846
145500	6401
145500	8490
145750	6101
145750	116519
145900	1959
145900	4359
145900	5376
145900	57716
146110	2260
146110	6866
146110	6870
146110	26012
146110	84634
146200	846
146200	5741
147050	2206
147050	3566
147050	6403
147050	7941
147050	11005
147050	26762
147050	50615
149400	2743
149400	9152
149400	10243
149730	2255
149730	2261
150800	2271
151623	1029
151623	7157
152700	356
152700	720
152700	1773
152700	2213
152700	2214
152700	11277
152700	26191
152700	55024
155240	4914
155240	5979
155255	675
155255	8643
155255	51684
155601	1029
155755	1029
157300	1909
157300	2099
157300	7124
158320	4292
158320	4436
158810	1291
158810	1292
158810	1293
159900	1813
159900	8910
160150	1785
160150	4618
160150	64419
160980	5573
161950	5284
161950	6401
161950	6402
162091	4771
162200	4763
162210	4763
162300	5979
162900	2261
162900	5290
164230	627
164230	3356
164230	6532
166200	1277
166200	1278
166710	799
166710	1277
166710	1278
166710	4041
166710	7421
166710	8572
167210	3854
167210	3872
167800	1080
167800	5644
167800	6690
167800	11330
168000	6392
168600	1621
168600	1815
168600	4137
168600	4729
168600	4929
168600	6908
168600	7345
168600	26281
171300	2668
171300	5979
171300	6390
171300	6392
171300	7428
171300	23095
171400	5979
172700	4137
172700	5663
174050	5589
174050	11231
174900	657
174900	4089
175200	6794
176200	3077
176200	5498
176807	367
176807	675
176807	1316
176807	3092
176807	3732
176807	4481
176807	4601
176807	6041
176807	8379
176807	60528
177200	6338
177200	6340
178500	6435
178500	7015
178600	659
178600	4093
180300	3123
180300	3586
180300	4261
180300	4795
180300	6583
180300	6775
180300	23569
180300	26191
180300	51744
180800	4359
180800	5376
180849	1387
180849	2033
181030	5324
181500	207
181500	1116
181500	1312
181500	1610
181500	1814
181500	3356
181500	4524
181500	6854
181500	23780
181500	27185
181500	65078
181500	84062
181500	267012
182940	6347
182940	81839
185800	8200
185800	9241
187500	182
187500	1482
187500	23414
187950	3717
187950	4352
187950	7066
188050	3026
188050	4524
188470	3265
188470	4893
188470	9562
188550	5108
188550	5573
188550	8030
188550	8031
188550	8805
188550	9950
188550	51592
188890	1137
188890	1548
188890	6531
188890	9568
190685	2623
190685	4548
191100	7248
191100	7249
191830	5979
191830	7380
192600	291
192600	859
192600	4625
192600	85366
193300	595
193300	7428
193520	4763
193900	3851
193900	3860
194070	675
194070	2719
194070	7490
201710	1583
201710	6770
202300	7157
202370	5189
202370	5192
202370	5194
202370	5830
202370	55670
202400	2243
202400	2244
203300	3257
203300	11234
203300	79803
203300	84062
203300	89781
203300	388552
203450	2670
203450	4723
203780	1285
203780	1286
205950	51218
205950	54977
208150	5913
208150	285489
208550	5732
208550	30009
209850	2739
209850	9378
209880	429
209880	627
209880	1908
209880	2668
209880	5979
209900	582
209900	583
209900	585
209900	8195
209900	22954
209900	27241
209900	54903
209900	55212
209900	80184
209900	84100
209900	91147
209900	123016
209900	129880
209920	4261
209920	5993
209920	5994
209920	8625
209950	3459
209950	3460
209950	3593
209950	3594
209950	6772
210250	64240
210250	64241
210900	641
211400	1080
211400	6338
211900	8074
211900	9365
211980	673
211980	841
211980	1326
211980	1548
211980	1956
211980	2064
211980	2074
211980	3659
211980	3845
211980	5002
211980	5071
211980	5290
211980	5519
211980	11186
214100	5189
214100	5192
214100	5194
214100	5195
214100	5824
214100	5830
214100	8504
214100	55670
215300	2131
219000	80144
219000	341640
219050	3640
219050	122042
219100	4015
219100	10516
219100	30008
219700	1080
219700	7040
220100	6519
220100	11136
220110	1340
220110	22868
220200	7545
220200	84107
220290	2706
220290	2707
220290	10804
221770	7305
221770	54209
222100	3569
222100	3710
222100	4938
222100	6927
222100	26191
222100	50943
224230	55505
224230	55651
224900	10913
224900	128178
225500	2121
225500	132884
226600	1294
226600	4312
226650	1308
226650	3691
226650	3909
